ID      SECTION-NUMBER  SECTION-LENGTH  BRANCH-ORDER    X       Y       Z       HEAD-DIAMETER   NECK-DIAMETER   MAX-DTS TYPE    AUTO    XYPLANE-ANGLE   SWC-NODE-ID     SWC-NODE-OFFSET ATTACH-X        ATTACH-Y        ATTACH-Z        SOMA-DISTANCE
13      45      94.589554       N/A     265.630951      150.626022      56.084949       0.303417        0.0203  2.932824        thin    yes     -1.285453       3460    0.837736        265.668365      153.86792       56.012199       263.500549
14      18      183.232361      N/A     109.673042      373.727722      73.779991       0.434089        0.0203  2.232888        mushroom        yes     47.324  677     0.42292 110.061272      374.855988      75.074127       136.941177
15      45      94.589554       N/A     273.446991      169.620544      58.78582        0.341077        0.0203  2.76199 thin    yes     8.720679        3437    0.247868        276.056427      168.087448      59.250053       243.347794
16      18      183.232361      N/A     85.173615       374.24646       77.651779       0.344201        0.0203  2.33297 thin    yes     59.229894       682     0.263059        84.425789       374.74292       79.159332       163.558853
17      28      106.89389       N/A     293.515411      223.87709       72.157669       0.408605        0.0203  2.872141        mushroom        yes     2.420178        1431    0.959702        293.895233      226.989136      72.290176       196.209152
18      52      186.517899      N/A     312.080597      392.945129      75.354843       0.33629 0.0203  2.863614        thin    yes     12.98995        4367    0       309.694 394.622009      76.027702       146.553726
19      52      186.517899      N/A     313.054688      400.380066      81.474503       0.331359        0.0203  2.833819        thin    yes     -40.850478      4378    0.637536        315.028229      399.786407      79.692413       155.064774
20      7       74.140694       N/A     180.365509      270.64917       94.812836       0.560333        0.0203  2.833923        mushroom        yes     -0.49007        289     0.071445        177.107162      270.542633      94.78495        144.035629
21      50      78.313545       N/A     284.703033      343.586914      45.754448       0.289917        0.0203  2.881484        thin    yes     -0.158362       4026    0.036322        283.244904      340.948761      45.746117       107.821815
22      30      109.063927      N/A     388.952576      176.2314        78.782509       0.619119        0.0203  2.542076        mushroom        yes     -25.715694      1597    0.363039        389.985107      177.533356      77.982231       315.431549
23      19      177.641998      N/A     138.367065      372.124847      73.75798        0.0203  N/A     2.291274        thin    yes     69.349106       872     0       138.51506       372.915771      75.89296        107.831573
24      19      177.641998      N/A     31.43392        339.157562      79.441437       0.38499 0.0203  2.774222        mushroom        yes     -76.625414      1054    0       30.8927 339.635986      76.403297       235.487259
25      9       24.096867       N/A     179.649033      259.524689      98.882149       0.526694        N/A     2.779245        stubby  yes     -21.409724      301     0.422256        177.250488      259.385468      97.940117       156.27005
26      18      183.232361      N/A     159.294876      381.836853      76.989784       0.780746        0.366904        2.269871        mushroom        yes     7.940152        618     0.94869 159.397339      380.001282      77.246201       83.700264
27      52      186.517899      N/A     293.673828      376.311615      77.372604       0.269645        0.0203  2.749713        thin    yes     -85.476537      4320    0       293.908997      376.477997      73.7313 117.823189
28      19      177.641998      N/A     94.29126        369.923004      75.574196       0.562904        0.0203  2.864732        mushroom        yes     27.300467       944     0.927155        94.447067       367.967712      76.586617       158.148666
29      52      186.517899      N/A     352.658386      432.526367      89.826744       0.913254        0.0203  2.60308 mushroom        yes     -70.503838      4423    0       352.332001      433.604004      86.6464 211.241272
30      50      78.313545       N/A     283.917236      339.687866      42.751411       0.0203  N/A     2.749   thin    yes     61.015196       4027    0.846559        284.96228       340.25293       44.896015       109.959686
31      13      117.151955      N/A     191.801376      192.08931       89.895325       0.352848        0.0203  2.754513        mushroom        yes     -55.807557      433     0       190.740997      191.330002      87.9757 241.097946
32      11      17.548098       N/A     168.889984      227.75412       99.002785       0.0203  N/A     2.741945        stubby  yes     63.203821       325     0.385379        170.545959      227.758728      102.281616      190.646347
33      18      183.232361      N/A     93.988998       372.031342      78.925003       0.0203  N/A     2.857917        thin    yes     -11.589756      680     0.865799        93.897278       374.873566      78.341805       153.445724
34      45      94.589554       N/A     255.779968      111.712807      53.791302       0.495559        0.0203  2.961059        mushroom        yes     4.995371        3545    0.380213        259.033783      111.537239      54.076122       314.825104
35      18      183.232361      N/A     124.001144      376.82489       75.483795       0.516581        0.0203  2.672472        mushroom        yes     -28.909798      673     0.542477        125.280235      375.504639      74.46862        121.549461
36      3       22.661274       N/A     189.447632      365.536774      99.640747       0.514869        0.0203  2.604643        mushroom        yes     8.826991        60      0.847908        191.937897      365.393738      100.028099      72.792686
37      11      17.548098       N/A     168.221558      229.601395      102.044846      0.863457        0.481473        2.232354        mushroom        yes     5.099838        324     0       170.572998      228.626999      102.272003      189.757736
38      12      51.134701       N/A     151.843994      196.30101       105.900856      0.203   0.0203  2.914207        thin    yes     17.368873       364     0       154.311005      193.820999      106.995003      230.937576
39      38      116.563187      N/A     187.262802      116.904526      36.62595        0.583572        0.0203  2.42778 mushroom        yes     -6.048075       2767    0.298323        186.687851      117.979477      36.496788       333.380646
40      47      91.061119       N/A     202.696091      95.914604       67.425209       0.490036        0.0203  2.820351        mushroom        yes     -11.448713      3868    0.722569        202.281311      93.45047        66.919151       391.664948
41      52      186.517899      N/A     270.294495      359.986664      64.949501       0.0203  N/A     2.92724 thin    yes     59.462639       4289    0       269.605988      361.420013      67.644997       86.644028
42      11      17.548098       N/A     169.707977      241.096375      101.261101      0.0203  N/A     2.883148        thin    yes     8.289045        317     0.341974        173.554581      240.122787      101.83918       176.970612
43      34      91.869331       N/A     230.239838      182.70491       45.0872 0.496413        0.0203  2.846476        mushroom        yes     6.028512        2213    0.576436        227.415985      183.717972      45.40403        240.869522
44      44      115.083176      N/A     327.485077      117.693886      62.611225       0.3776  0.0203  2.920141        mushroom        yes     -4.978208       3277    0.67559 325.243286      115.441071      62.334389       315.865204
45      36      37.364895       N/A     249.284012      96.248177       13.045135       0.220438        0.0203  2.896916        thin    yes     41.59246        2407    0       251.136887      97.025948       14.828775       343.338196
46      37      108.873238      N/A     223.607742      74.734177       22.323059       0.631882        0.0203  2.848245        mushroom        yes     14.658067       2543    0       220.598007      75.2369 23.121201       369.70224
47      52      186.517899      N/A     372.279694      452.511566      85.517647       0.354397        0.0203  2.883349        mushroom        yes     2.439084        4445    0       368.572998      453.346985      85.679497       238.972748
48      18      183.232361      N/A     87.148888       374.277893      77.168571       0.203   0.0203  2.715328        thin    yes     71.744221       680     0.195254        87.589203       375.016846      79.776299       159.774277
49      52      186.517899      N/A     353.682587      431.847595      88.018913       0.953995        0.0203  2.595557        mushroom        yes     -36.752634      4423    0.077936        352.263184      433.369812      86.464577       211.015182
50      24      58.146606       N/A     259.716736      269.20697       82.862343       0.471059        0.0203  2.5315  mushroom        yes     -37.88523       1258    0.335194        261.972992      269.423004      81.098801       140.11348
51      42      69.715744       N/A     290.516541      153.9664        61.306087       0.432838        0.0203  2.837374        mushroom        yes     2.040487        3140    0.968763        293.124176      155.518646      61.414207       260.592377
52      28      106.89389       N/A     322.448456      212.55748       81.439003       0.454351        0.0203  2.809592        mushroom        yes     -20.082837      1471    0.623279        323.630798      214.981384      80.452995       231.283096
53      18      183.232361      N/A     83.124298       373.571869      79.12262        0.436919        0.290047        2.250544        mushroom        yes     11.987913       683     0.172848        83.242546       374.585175      79.339241       164.930557
54      18      183.232361      N/A     107.830475      372.78299       76.692017       0.293688        0.0203  2.813685        thin    yes     -33.973044      677     0.333164        107.465874      374.858582      75.272018       138.998856
55      52      186.517899      N/A     253.926346      352.642181      70.144966       0.203   0.0203  2.669027        thin    yes     -77.472748      4263    0       254.111938      353.347961      66.860565       67.588791
56      52      186.517899      N/A     279.95636       366.647003      66      0.0203  N/A     2.887868        thin    yes     57.886505       4293    0.017144        279.227997      367.915009      68.329903       98.281212
57      31      128.192749      N/A     382.805695      196.209076      78.377571       0.382296        0.0203  2.857735        mushroom        yes     21.315042       1756    0.196136        381.73819       193.804092      79.404251       297.895172
58      28      106.89389       N/A     268.772003      235.885971      68.029953       0.408886        0.0203  2.948949        mushroom        yes     8.633532        1395    0.328069        270.525543      238.819092      68.54882        168.694229
59      46      74.818398       N/A     258.023315      95.134407       53.750298       0.334676        0.0203  2.845131        thin    yes     -36.900081      3578    0       256.191986      96.1203 52.188702       332.374146
60      18      183.232361      N/A     30.373175       368.55188       75.958839       0.504873        0.0203  2.728315        mushroom        yes     -21.982961      776     0.560633        28.939175       370.683228      74.921844       224.414001
61      41      54.947662       N/A     275.080017      184.805725      62.86256        0.360715        0.0203  2.761625        mushroom        yes     -13.476644      3081    0.862632        277.887787      185.032166      62.1875 224.517212
62      42      69.715744       N/A     293.652191      159.136154      61.835888       0.593692        0.0203  2.700161        mushroom        yes     -8.118121       3136    0.212704        291.916351      157.413147      61.487011       258.727844
63      7       74.140694       N/A     180.815933      331.807434      88.71846        0.539529        0.0203  2.580427        mushroom        yes     -19.395467      244     0       182.716995      330.588013      87.923302       82.339249
64      42      69.715744       N/A     287.960205      157.689362      61.379482       0.561096        0.0203  2.83171 mushroom        yes     0.623442        3131    0       289.977997      159.623993      61.409901       255.461349
65      30      109.063927      N/A     440.078461      138.728668      76.721016       0.402385        0.0203  2.764132        mushroom        yes     65.145807       1730    0       441.182007      139.378998      79.486298       389.134583
66      45      94.589554       N/A     266.706146      152.438538      54.77182        0.51379 N/A     2.585696        thin    yes     40.597739       3459    0       266.497009      153.826996      55.975201       262.789246
67      11      17.548098       N/A     171.621597      229.163788      106.424103      0.54854 0.0203  2.653261        mushroom        yes     -79.862708      324     0.668977        170.881638      229.26741       102.245216      188.975952
68      7       74.140694       N/A     175.098267      296.393188      91.612846       0.355261        0.0203  2.692483        mushroom        yes     -19.409503      270     0.240462        177.842072      295.863556      90.628242       118.200409
69      21      66.287926       N/A     235.735733      344.348755      68.565826       0.633098        0.0203  2.761626        mushroom        yes     1.959679        1093    0.844072        232.099899      343.180511      68.696495       52.398979
70      19      177.641998      N/A     79.419434       363.625 76.732834       0.485734        0.0203  2.690921        mushroom        yes     -63.858945      962     0       79.3722 362.503998      74.446701       174.956558
71      34      91.869331       N/A     233.53302       204.138062      53.732487       0.735432        0.503184        2.33116 mushroom        yes     -37.657484      2185    0       234.199005      202.166 52.126202       217.435577
72      52      186.517899      N/A     311.304749      397.651001      75.044228       0.363464        0.0203  2.523062        mushroom        yes     76.43708        4374    0       311.63501       397.194 77.3815 150.140213
73      7       74.140694       N/A     175.946762      283.20752       91.022354       0.775759        0.0203  2.25365 mushroom        yes     29.745756       280     0.969015        177.547424      284.236084      92.109619       130.81813
74      30      109.063927      N/A     398.082977      172.143967      77.693405       0.317373        0.0203  2.886873        thin    yes     -2.414244       1615    0       395.549011      170.102005      77.556198       324.593658
75      31      128.192749      N/A     454.300598      125.441505      59.646767       0.203   0.0203  2.591961        thin    yes     72.499394       1941    0.68762 453.474792      125.053314      62.540726       415.973755
76      52      186.517899      N/A     320.667938      401.73703       81.521782       0.0203  N/A     2.869169        thin    yes     30.895728       4382    0.457817        319.219055      403.602356      82.935127       161.591125
77      30      109.063927      N/A     399.689026      158.025177      77.734505       0.681786        0.0203  2.398128        mushroom        yes     -4.553801       1640    0.390588        401.891357      158.71962       77.550583       338.859924
78      5       107.241753      N/A     175.595001      345.709015      90.801445       0.0203  N/A     2.873943        thin    yes     3.857345        100     0.896809        175.378006      342.572998      91.013397       86.429604
79      11      17.548098       N/A     170.171982      241.646988      102.956604      0.65543 0.0203  2.620916        mushroom        yes     -17.236793      317     0.451322        173.58844       240.228638      101.808914      176.773804
80      51      107.86673       N/A     344.084961      335.365326      42.107098       0.381104        0.0203  2.837066        mushroom        yes     13.77603        4236    0.777295        341.993988      333.401001      42.810501       172.682404
81      11      17.548098       N/A     173.746979      236.663208      105.686966      0.618243        0.559431        2.242483        mushroom        yes     -53.924867      320     0.728531        172.190063      236.521271      103.541092      181.327927
82      21      66.287926       N/A     238.74646       321.845215      71.701874       0.0203  N/A     2.449924        thin    yes     -78.737517      1106    0.835514        237.962616      321.650024      67.6455 75.70134
83      33      21.020288       N/A     262.800385      225.767685      67.218292       0.677351        0.567245        2.255197        mushroom        yes     4.528725        2134    0       260.587982      225.867722      67.393707       177.519821
84      9       24.096867       N/A     174.848312      258.912109      98.8078 0.69239 0.265035        2.192559        mushroom        yes     -16.818396      301     0.362148        177.346069      258.455261      98.040283       156.380051
85      24      58.146606       N/A     271.300964      266.126587      87.308731       0.557739        0.0203  2.657951        mushroom        yes     5.005432        1272    0.705173        270.216492      263.717682      87.540108       151.805862
86      5       107.241753      N/A     114.351074      335.149384      89.977379       0.611137        0.0203  2.526429        mushroom        yes     -1.977303       207     0       114.062798      336.763794      89.920761       156.517853
87      31      128.192749      N/A     455.01944       127.226456      61.424992       0.281634        0.0203  2.753849        thin    yes     25.497884       1941    0.594923        454.1409        124.864075      62.627071       416.395905
88      21      66.287926       N/A     244.305603      306.818939      70.500183       0.545792        0.0203  2.668628        mushroom        yes     -22.198372      1108    0.613032        241.154282      306.02475       69.174049       91.373451
89      21      66.287926       N/A     240.202866      313.730316      63.817287       0.0203  N/A     2.745316        thin    yes     78.437465       1106    0.370322        239.368759      314.227295      68.563087       82.9347
90      34      91.869331       N/A     244.600769      207.988068      58.186897       0.615772        0.0203  2.682759        mushroom        yes     -20.792849      2170    0.505608        242.647919      209.411057      57.269375       206.182022
91      19      177.641998      N/A     86.273842       368.191254      75.060089       0.716766        0.0203  2.299783        mushroom        yes     16.130512       951     0.406635        86.646889       366.64032       75.521431       166.16394
92      51      107.86673       N/A     348.788147      324.473602      38.179676       0.538661        0.0203  2.477988        mushroom        yes     41.090345       4257    0.069691        349.976013      325.152008      39.372601       185.924927
93      31      128.192749      N/A     455.176605      126.807251      62.856846       0.203   0.0203  2.300208        thin    yes     -3.616521       1941    0.498111        454.855377      124.661087      62.719688       416.836792
94      18      183.232361      N/A     110.044456      373.224823      76.860016       0.0203  N/A     2.71541 thin    yes     -47.295151      677     0.428882        109.905098      374.85614       75.086037       136.804489
95      9       24.096867       N/A     178.623215      260.123932      101.138687      0.353323        0.0203  2.684338        mushroom        yes     -65.860336      301     0.671809        177.208771      259.79129       97.896416       155.813385
96      11      17.548098       N/A     170.294037      238.328781      105.884964      0.757856        0.0203  2.416045        mushroom        yes     -45.129578      319     0       172.223999      236.886993      103.464996      180.796692
97      38      116.563187      N/A     213.805695      139.645233      37.28371        0.559384        0.0203  2.722539        mushroom        yes     -1.032148       2695    0       216.231003      137.518997      37.225601       293.677612
98      18      183.232361      N/A     60.335915       369.782288      76.218979       0.4034  0.0203  2.694898        mushroom        yes     16.016031       722     0       59.916  372.020996      76.872803       191.088928
99      35      52.692078       N/A     237.480698      135.128494      31.128719       0.324042        0.0203  2.837463        thin    yes     -2.604663       2306    0       234.509003      134.434998      30.989901       295.494934
100     32      139.990448      N/A     368.312225      179.601273      84.233467       0.538849        0.0203  2.685903        mushroom        yes     -20.359903      1985    0.617975        367.006653      178.12175       83.501213       295.953705
101     7       74.140694       N/A     174.108124      291.851807      92.00367        0.575989        0.0203  2.790532        mushroom        yes     -9.077695       273     0.51774 177.736923      291.896271      91.423836       122.103836
102     34      91.869331       N/A     251.40654       219.167282      63.95359        0.336157        0.0203  2.713385        thin    yes     -43.995117      2150    0.570026        252.762039      217.996674      62.224331       191.575363
103     12      51.134701       N/A     153.014084      193.271912      103.750252      0.399835        0.340013        2.508526        mushroom        yes     71.242653       365     0.682356        154.11554       193.527496      107.079842      231.321869
104     32      139.990448      N/A     384.822845      146.324142      87.657082       0.629425        0.0203  2.515055        mushroom        yes     4.240553        2034    0       386.540924      146.779572      87.788872       336.686249
105     38      116.563187      N/A     189.171432      118.496208      33.802914       0.841366        0.0203  2.230162        mushroom        yes     80.199872       2761    0       188.732605      118.462608      36.350857       330.858612
106     46      74.818398       N/A     267.14801       64.320793       31.544436       0.215409        0.0203  2.837152        thin    yes     18.536002       3682    0.604805        264.91925       62.803093       32.448536       377.722839
107     45      94.589554       N/A     270.234528      155.418747      54.911983       0.292928        0.0203  2.166937        thin    yes     50.871258       3452    0       269.488678      156.160187      56.204746       258.764465
108     41      54.947662       N/A     263.807861      205.13768       66.380013       0.506297        0.0203  2.545362        mushroom        yes     -8.89399        3048    0.174077        266.259796      206.116302      65.966881       198.773895
109     52      186.517899      N/A     299.318054      391.918274      73.859215       0.758758        0.0203  2.503088        mushroom        yes     2.926882        4346    0.063558        299.713013      389.290009      73.995102       135.641937
110     52      186.517899      N/A     275.62323       367.480713      66.354744       0.0203  N/A     2.820026        thin    yes     48.483383       4293    0.369427        276.650452      366.066986      68.328796       95.245598
111     38      116.563187      N/A     184.726196      115.85746       36.963348       0.549746        0.0203  2.745503        mushroom        yes     -15.794673      2771    0.122863        185.463104      118.03643       36.312687       335.024231
112     18      183.232361      N/A     77.05909        374.160675      78.97377        0.764299        0.0203  2.005647        mushroom        yes     37.069878       691     0.758283        78.172836       374.503967      79.854233       171.491623
113     31      128.192749      N/A     455.227448      124.794228      66.066002       0.0203  N/A     2.715639        thin    yes     -81.448406      1941    0.280381        455.579956      124.455223      62.813618       417.828339
114     13      117.151955      N/A     171.180939      219.973618      104.149002      0.754319        N/A     2.246913        thin    yes     -63.276359      385     0       170.496994      220.729004      102.125 198.648575
115     44      115.083176      N/A     350.988251      87.857674       66.453133       0.328518        0.203   2.232696        thin    yes     -27.996786      3340    0       351.678009      88.395302       65.988197       356.847198
116     52      186.517899      N/A     272.238373      359.814392      68.072845       0.581008        0.0203  2.497992        mushroom        yes     -1.445307       4291    0.838677        270.783905      361.788483      68.010979       87.883018
117     50      78.313545       N/A     280.031616      343.364685      51.158634       0.0203  N/A     2.702811        thin    yes     -59.341665      4025    0       278.643005      343.347992      48.815899       101.733215
118     34      91.869331       N/A     231.244263      193.771347      47.291595       0.376017        0.0203  2.689836        mushroom        yes     30.495247       2199    0.102673        229.104996      194.778 48.683998       228.729263
119     21      66.287926       N/A     239.069489      313.352875      63.891083       0.0203  N/A     2.618267        thin    yes     82.963162       1106    0.359542        239.450775      313.794312      68.616615       83.10231
120     50      78.313545       N/A     283.701721      341.497162      43.31419        0.48812 0.0203  2.609019        mushroom        yes     61.453325       4027    0.927719        284.184906      340.554626      45.261154       108.950279
121     9       24.096867       N/A     180.076675      255.813568      99.317009       0.676404        0.0203  2.438738        mushroom        yes     -22.874041      304     0.694389        177.823196      255.832336      98.366272       159.667282
122     31      128.192749      N/A     437.758179      129.032791      62.498394       0.0203  N/A     2.733684        thin    yes     67.438196       1926    0       438.380005      129.951004      65.167503       397.983246
123     52      186.517899      N/A     372.28241       453.28894       86.08548        0.601058        0.0203  2.809157        mushroom        yes     -6.245215       4445    0       368.572998      453.346985      85.679497       238.972748
124     46      74.818398       N/A     256.146088      80.093742       44.602459       0.577942        0.0203  2.527164        mushroom        yes     20.370277       3626    0       254.481995      79.704803       45.237  351.601349
125     52      186.517899      N/A     358.251129      443.605713      89.226372       0.333379        0.0203  2.852229        thin    yes     -87.68827       4433    0       358.372986      443.537994      85.773003       224.196823
126     28      106.89389       N/A     303.11438       224.895706      76.299278       0.536341        0.0203  2.452768        mushroom        yes     -32.305139      1445    0.722443        303.189026      222.886093      75.027725       206.521194
127     32      139.990448      N/A     367.52063       180.752701      82.851028       0.683398        0.0203  2.653263        mushroom        yes     15.852564       1984    0.601413        365.953003      179.386002      83.441597       294.52298
128     13      117.151955      N/A     197.672409      133.130722      82.338539       0.534394        0.0203  2.789334        mushroom        yes     -3.657502       491     0       194.761993      132.354996      82.146004       306.911591
129     28      106.89389       N/A     299.855011      227.769394      73.176979       0.48625 0.0203  2.743314        mushroom        yes     16.344249       1436    0.578712        298.057343      225.809921      73.956802       200.406006
130     7       74.140694       N/A     180.529465      280.953766      92.100578       0.766296        0.0203  2.269757        mushroom        yes     10.710368       282     0.762544        177.807755      281.82431       92.641052       133.064224
131     30      109.063927      N/A     377.023529      187.669937      80.88237        0.406913        0.0203  2.782385        mushroom        yes     -8.841971       1561    0.912583        379.053528      189.773239      80.42765        296.905396
132     32      139.990448      N/A     360.334015      193.483414      81.997818       0.396948        0.0203  2.754187        mushroom        yes     9.883983        1964    0.642252        358.032776      192.284256      82.449959       277.348724
133     13      117.151955      N/A     188.162888      138.64119       83.122765       0.698497        0.0203  2.601581        mushroom        yes     2.318408        477     0.000445        191.078369      138.611938      83.240807       299.210205
134     28      106.89389       N/A     324.66626       217.756332      81.099876       0.513245        0.0203  2.690468        mushroom        yes     -10.093487      1470    0       323.834991      214.880371      80.566971       230.780807
135     33      21.020288       N/A     263.300903      229.771118      67.830177       0.607901        0.0203  2.553907        mushroom        yes     -12.829121      2130    0.686546        261.132507      230.541031      67.306168       172.592285
136     7       74.140694       N/A     174.761276      270.783508      95.353233       0.616862        0.0203  2.298187        mushroom        yes     -14.441094      290     0.975914        177.111374      270.753937      94.747986       144.159836
137     23      60.74968        N/A     237.366592      286.60791       82.0103 0.724042        0.0203  2.506515        mushroom        yes     -8.347124       1143    0       239.565323      284.896088      81.601448       127.671158
138     43      41.140816       N/A     301.111298      121.655922      91.417282       0.288721        0.0203  2.636759        thin    yes     -68.781037      3255    0       301.993011      120.863998      88.364799       338.671387
139     28      106.89389       N/A     342.609955      211.348038      84.175941       0.43384 0.0203  2.531785        mushroom        yes     -28.042849      1497    0       341.604004      209.410995      83.013298       251.092834
140     18      183.232361      N/A     48.024799       371.404541      74.50827        0.0203  N/A     2.210572        thin    yes     67.746634       739     0       47.954071       372.203461      76.468399       203.82196
141     7       74.140694       N/A     175.845734      277.875153      89.444939       0.203   0.0203  2.495517        thin    yes     63.790807       284     0       177.598007      278.154999      93.049698       136.405029
142     17      31.576357       N/A     173.683426      377.103638      79.194252       0.637323        0.0203  2.649412        mushroom        yes     -29.880327      596     0       173.210007      374.977997      77.943001       68.586769
143     44      115.083176      N/A     356.325439      89.391281       65.971054       0.483961        0.0203  2.750708        mushroom        yes     11.123621       3349    0.835685        355.855011      86.700699       66.508102       360.740692
144     7       74.140694       N/A     174.38739       279.846252      93.671562       0.620246        0.0203  2.566984        mushroom        yes     -11.26608       283     0.225929        177.65448       279.401428      93.01474        134.84993
145     13      117.151955      N/A     190.095322      167.537781      83.26535        0.497189        0.0203  2.204507        mushroom        yes     72.284571       447     0.469104        189.650375      168.009933      85.296333       266.566254
146     18      183.232361      N/A     81.923424       373.952484      77.769814       0.479921        0.0203  2.128075        mushroom        yes     68.164983       684     0.391087        82.111351       374.639832      79.548225       166.003357
147     19      177.641998      N/A     50.241375       347.1633        70.685066       0.64782 N/A     2.694893        stubby  yes     21.467847       1013    0.902372        52.318417       345.092499      71.838493       209.352814
148     31      128.192749      N/A     406.016571      173.066498      71.66774        0.549018        0.0203  2.391906        mushroom        yes     -15.293426      1816    0.435943        407.512268      173.692841      71.224335       333.858337
149     50      78.313545       N/A     283.552765      342.558136      44.417263       0.0203  N/A     2.595321        thin    yes     38.084174       4026    0.002733        283.292847      340.923767      45.714138       108.034035
150     50      78.313545       N/A     278.591217      341.814423      45.986015       0.0203  N/A     2.718587        thin    yes     46.369522       4026    0.681641        280.15799       342.558136      47.805298       103.744637
151     39      15.784293       N/A     170.860931      76.531441       40.647453       0.447729        0.0203  2.401482        mushroom        yes     9.122157        2904    0.871051        171.360245      73.934265       41.072121       392.092651
152     32      139.990448      N/A     354.185181      193.64183       82.081299       0.611379        0.0203  2.7002  mushroom        yes     -5.704223       1958    0       356.412323      194.634109      81.837753       274.521729
153     51      107.86673       N/A     309.570099      349.016907      45.678467       0.0203  N/A     2.39207 thin    yes     59.957322       4175    0       309.88559       349.868896      47.249378       132.045776
154     21      66.287926       N/A     238.80748       323.426331      72.180725       0.311935        0.0203  2.636455        thin    yes     -76.155037      1106    0.930256        237.640305      323.351501      67.435165       74.22818
155     29      26.225849       N/A     357.20871       199.574463      81.765434       0.6284  0.0203  2.367774        mushroom        yes     16.817335       1517    0.294105        357.6362        200.995438      82.213936       270.192566
156     38      116.563187      N/A     187.368988      117.192238      33.586617       0.0203  N/A     2.735361        thin    yes     70.715881       2766    0.965547        187.604233      118.083046      36.21991        332.690521
157     34      91.869331       N/A     231.370468      187.764343      47.149006       0.400659        0.0203  2.767833        mushroom        yes     -10.493832      2207    0.381721        228.355255      188.389557      46.578625       235.548843
158     52      186.517899      N/A     291.844391      380.695343      74.196831       0.578588        0.0203  2.433511        mushroom        yes     10.297708       4328    0       294.083191      380.581146      74.604126       123.052689
159     19      177.641998      N/A     139.568115      370.822723      76.132652       0.736273        0.0203  2.425318        mushroom        yes     -4.824208       871     0.042411        139.527847      372.881958      75.958824       106.73288
160     27      50.889141       N/A     251.684158      274.237732      70.239922       0.656284        0.411607        2.123709        mushroom        yes     -24.705967      1361    0.209454        249.761398      273.266083      69.248772       126.119125
161     52      186.517899      N/A     261.364258      354.969879      66.453262       0.559102        0.0203  2.272707        mushroom        yes     13.584566       4276    0.469339        259.867706      356.647614      66.996521       75.351624
162     47      91.061119       N/A     249.662186      99.664429       57.160625       0.558063        0.0203  2.419208        mushroom        yes     -47.45315       3747    0       248.824997      98.735298       55.798  339.039764
163     34      91.869331       N/A     229.978012      199.804443      50.185532       0.565193        0.258989        2.388917        mushroom        yes     -1.660492       2194    0.737168        231.895996      197.906006      50.1073 224.4561
164     5       107.241753      N/A     108.28389       333.275024      88.999054       0.402091        0.0203  2.797363        mushroom        yes     21.590429       215     0.152129        108.837517      336.207916      90.180199       161.99527
165     34      91.869331       N/A     231.053055      189.031937      47.994869       0.543383        0.0203  2.590167        mushroom        yes     -24.252162      2205    0.168333        228.651993      189.630997      46.880001       234.225754
